rank,asin,title,brand,category,product_type,deal_price_mxn,basis_price_mxn,basis_price_type,display_discount_pct,calculated_discount_pct,deal_message,deal_end_time,deal_type,percent_claimed,is_lightning_deal,rating,review_count,product_url,image_url,discount_difference_pp,category_clean,is_timed_deal,absolute_savings_mxn,price_band,extracted_at_utc,marketplace,currency
167,B0BZB2PY5T,B Life Myo y D-Chiro Inositol en Polvo 65 Porciones con Ratio 40:1,B Life Company,gl_drugstore,NUTRITIONAL_SUPPLEMENT,673.1,749.0,Precio de lista:,10.0,10.133511348464616,Promoción,,BEST_DEAL,,False,4.0,2509.0,https://www.amazon.com.mx/Myo-D-Chiro-Inositol-Gramos-Mezcla/dp/B0BZB2PY5T,https://m.media-amazon.com/images/I/51+NgRN2XZL.jpg,0.13351134846461576,Drugstore,False,75.89999999999998,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
168,B099CMX4GV,"ULTRACHEF Licuadora Profesional 2000W, Vaso Tritán Resistente 1.8L | Trituradora de Hielo | Ideal para Smoothies, Jugos y Salsas, Velocidad Ajustable + Pulso, Libre de BPA, Negro",ULTRACHEF,gl_kitchen,FOOD_BLENDER,1699.86,2899.0,Precio de lista:,41.0,41.36391859261815,Promoción,,BEST_DEAL,,False,4.0,1118.0,https://www.amazon.com.mx/ULTRACHEF-Ultrachef-Licuadora-Profesional/dp/B099CMX4GV,https://m.media-amazon.com/images/I/71UQ8GcSF-L.jpg,0.3639185926181483,Kitchen,False,1199.14,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
169,B0GMHBMQG4,"HONEYWHALE E2 Scooter Eléctrico Niño 15KM/H-8KM Patin Eléctrico Niña | Bluetooth con Música, Luces LED Multicolor, Freno Electrónico y de Pie, Diversión al Aire Libre, Regalo para Niños 6-12 Años",HONEYWHALE,gl_sports,KICK_SCOOTER,2549.0,3799.0,Precio de lista:,33.0,32.90339563042906,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,59.0,https://www.amazon.com.mx/HONEYWHALE-E2-Scooter-El%C3%A9ctrico-H-8KM/dp/B0GMHBMQG4,https://m.media-amazon.com/images/I/61XByWbvU1L.jpg,0.09660436957094021,Sports,True,1250.0,"$2,500–4,999",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
170,B0CRDM1HV2,"ELEGOO Resina 3D ABS-Like 3.0 Gris 2000g | 2000g ABS-Like 3.0 Pro, alta tenacidad, resistencia a tracción, para Saturn/Jupiter/Mars/Photon",ELEGOO,gl_home_improvement,MECHANICAL_COMPONENTS,879.99,999.99,Anterior:,12.0,12.000120001200013,Promoción,,BEST_DEAL,,False,4.0,866.0,https://www.amazon.com.mx/ELEGOO-ABS-Like-Impresora-Fotopol%C3%ADmero-Contracci%C3%B3n/dp/B0CRDM1HV2,https://m.media-amazon.com/images/I/61JOrAJ-8NL.jpg,0.00012000120001331993,Home Improvement,False,120.0,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
171,B0D9M9C9QP,"LASPANG Guirnalda de Luces LED Exterior G40, 10 m, 15+1 Focos para Jardín | Focos inastillables de luz cálida 2700 K, diseño conectable e IP44 para jardín, patio, terraza y fiestas.",,gl_home,STRING_LIGHT,166.5,,,10.0,,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,1471.0,https://www.amazon.com.mx/Guirnalda-Inastillable-Impermeables-Decorativas-iluminaci%C3%B3n/dp/B0D9M9C9QP,https://m.media-amazon.com/images/I/714X2GyANgL.jpg,,Home,True,,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
172,B0G1D35BLL,"L'Oréal Paris Infallible 24H Fresh Wear Base de Maquillaje en Cushion, Alta Cobertura con Acabado Mate, 24H Larga Duración y Control de Brillo, Tono 140",L'Oreal Paris,gl_beauty,SKIN_FOUNDATION_CONCEALER,265.85,469.0,Precio de lista:,43.0,43.31556503198294,Promoción,,BEST_DEAL,,False,4.0,83.0,https://www.amazon.com.mx/Paris-Infallible-Maquillaje-Cobertura-Duraci%C3%B3n/dp/B0G1D35BLL,https://m.media-amazon.com/images/I/61mVyaNQaHL.jpg,0.31556503198294195,Beauty,False,203.14999999999998,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
173,B06X93NFHY,"Extractor Spectra 9 Plus Portátil | Spectra Extractor de Leche Electrico Doble, Batería Recargable | Extractor Grado Hospitalario | Sacaleches Electrico Sistema Cerrado | Kit Extracción Leche Materna",Spectra,gl_personal_care_appliances,BREAST_PUMP,3199.2,3999.0,Precio de lista:,20.0,20.000000000000004,Promoción,,BEST_DEAL,,False,4.0,399.0,https://www.amazon.com.mx/Extractor-Hospitalario-Extracci%C3%B3n-El%C3%A9ctrico-Incluida/dp/B06X93NFHY,https://m.media-amazon.com/images/I/61jww+kDTLL.jpg,3.552713678800501e-15,Personal Care Appliances,False,799.8000000000002,"$2,500–4,999",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
174,B0F2SX1JHJ,"OTTOCAST Mini 2025 Adaptador automatico inalámbrico CarPlay/Android 2 en 1,WiFi de 5 GHz,conexión automática para Coches 2016+",OTTOCAST,gl_electronics,WIRELESS_AUDIO_ADAPTER,434.0,1050.0,Precio de lista:,59.0,58.666666666666664,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,2151.0,https://www.amazon.com.mx/OTTOCAST-Adaptador-automatico-inal%C3%A1mbrico-autom%C3%A1tica/dp/B0F2SX1JHJ,https://m.media-amazon.com/images/I/71Ihe+tdskL.jpg,0.3333333333333357,Electronics,True,616.0,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
175,B0CG2VF5NV,"Cámara para interiores con movimiento Ring (Pan-Tilt Indoor Cam) | Ve todos los ángulos con vista panorámica de 360°, video HD y audio bidireccional (modelo más reciente) | Blanco",Ring,gl_digital_products_9_accessory,VDO_DEVICES,599.0,1349.0,Precio de lista:,56.0,55.59673832468495,Promoción,,BEST_DEAL,,False,4.0,946.0,https://www.amazon.com.mx/C%C3%A1mara-Ring-para-interiores-con-inclinaci%C3%B3n-y-vista-panor%C3%A1mica-en-color-blanco/dp/B0CG2VF5NV,https://m.media-amazon.com/images/I/51OEg8NFjbL.jpg,0.40326167531505064,Digital Products 9 Accessory,False,750.0,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
176,B0DYNGVVPY,"GOHOMKIC Corralito para Bebé, Juego de Parque Infantil, Parque para Bebés | 10 Bolas Oceánicas, Aro de Baloncesto, Anillos de Tracción, Bolsa de Almacenamiento, Malla Suave y Transpirable, Anticaída",,gl_baby_product,PLAYARD,1349.1,1499.0,Anterior:,10.0,10.000000000000005,Promoción,,BEST_DEAL,,False,4.0,330.0,https://www.amazon.com.mx/GOHOMKIC-Corralito-Baloncesto-Almacenamiento-Transpirable/dp/B0DYNGVVPY,https://m.media-amazon.com/images/I/711QC8we6uL.jpg,5.329070518200751e-15,Baby Product,False,149.9000000000001,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
177,B0FY1B5DF1,"MXNUP Cuna Colecho para Bebé 3 en 1, Plegable y Ajustable - Marrón | Con Mosquitera, Cesta de Almacenamiento y Colchón, 6 Alturas Ajustables, Portátil y Plegable, para Recién Nacidos",,gl_furniture,BASSINET,2375.98,2699.99,Precio de lista:,12.0,12.000414816351164,Promoción,,BEST_DEAL,,False,4.0,62.0,https://www.amazon.com.mx/MXNUP-Mosquitera-Almacenamiento-Colchones-Ajustables/dp/B0FY1B5DF1,https://m.media-amazon.com/images/I/71fyOf2TXZL.jpg,0.00041481635116369375,Furniture,False,324.00999999999976,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
178,B0FH6PB552,"Dubinik® Camisas para Hombre Manga Larga Cuadros Bolsillos Casual | Tela Cómoda Y Transpirable,Doble Bolsillo En Pecho,Cierre De Botones,Uso Todo El Año,Corte Regular,Para Trabajo",Dubinik,gl_apparel,SHIRT,647.99,719.99,Anterior:,10.0,10.000138890817928,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,383.0,https://www.amazon.com.mx/Dubinik%C2%AE-Camisas-Cuadros-Pr%C3%A1cticos-Bolsillos/dp/B0FH6PB552,https://m.media-amazon.com/images/I/71BpK52s31L.jpg,0.00013889081792761715,Apparel,True,72.0,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
179,B0FTT9WMD9,Maybelline Serum Lipstick Labial en Barra Hidratante Mate Wild Card,MAYBELLINE,gl_beauty,LIP_COLOR,141.0,219.0,Precio de lista:,36.0,35.61643835616438,Promoción,,BEST_DEAL,,False,4.0,2830.0,https://www.amazon.com.mx/Maybelline-Serum-Lipstick-Labial-Hidratante/dp/B0FTT9WMD9,https://m.media-amazon.com/images/I/51i0FTSOckL.jpg,0.38356164383561975,Beauty,False,78.0,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
180,B0CGCVYM17,"UGREEN Transmisor y Receptor Inalámbrico HDMI 4K 30HZ, 5G/2.4G,164FT/50M, | Transmisión Inalámbrica para Ordenador Portátil/Cámara/TV Box/DVD/TIKTOK/Neflix",UGREEN,gl_electronics,AV_RECEIVER,1922.0,2999.0,Precio de lista:,36.0,35.91197065688563,Promoción,,BEST_DEAL,,False,4.0,157.0,https://www.amazon.com.mx/UGREEN-Transmisor-Inal%C3%A1mbrico-Transmisi%C3%B3n-Inal%C3%A1mbrica/dp/B0CGCVYM17,https://m.media-amazon.com/images/I/618tuNdVpoL.jpg,0.08802934311437127,Electronics,False,1077.0,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
181,B0GQ9QBHFW,"27'' PC All In One, PC de Computadora, Intel Core i5-3470, 16GB+512GB | Wi-Fi de Doble Banda, Bluetooth Windows con Teclado Ratón, Alfombrilla de Ratón, Cámara y Micrófono",,gl_pc,PERSONAL_COMPUTER,8399.99,10999.0,Precio de lista:,24.0,23.62951177379762,Promoción,,BEST_DEAL,,False,4.0,4.0,https://www.amazon.com.mx/27-PC-All-One-Computadora/dp/B0GQ9QBHFW,https://m.media-amazon.com/images/I/71UFYnbF8NL.jpg,0.3704882262023794,Pc,False,2599.01,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
182,B0G86NVFL5,LG Pantalla 55 Pulgadas QNED AI QNED73 4K Smart TV webOS 2025,LG,gl_home_entertainment,TELEVISION,7999.0,12999.0,Precio de lista:,38.0,38.46449726902069,Promoción,,BEST_DEAL,,False,4.0,103.0,https://www.amazon.com.mx/LG-Pantalla-Pulgadas-QNED73-Smart/dp/B0G86NVFL5,https://m.media-amazon.com/images/I/7165en2N0hL.jpg,0.4644972690206899,Home Entertainment,False,5000.0,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
183,B0BCW4YMR8,"NIIMBOT B1 - Impresora de etiquetas portátil Bluetooth con identificación automática, fácil de usar para oficina, hogar, negocios, con etiqueta/rollo de 5 x 3 cm (azul)",NIIMBOT,gl_office_product,PRINTER,569.98,799.0,Precio de lista:,29.0,28.663329161451813,Promoción,,BEST_DEAL,,False,4.0,10608.0,https://www.amazon.com.mx/NIIMBOT-Fabricante-etiquetas-identificaci%C3%B3n-autom%C3%A1tica/dp/B0BCW4YMR8,https://m.media-amazon.com/images/I/61tb+065o5L.jpg,0.33667083854818713,Office Product,False,229.01999999999998,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
184,B0H4ZG39CY,"TAURI Mica de Pantalla Completa para iPhone 18 Pro max - 2 Unidades | con Instalación en Un Solo Paso Sin Polvo, Protector de Vidrio Templado, Resistente a Rasguños, Compatible con Funda",TAURI,gl_wireless,SCREEN_PROTECTOR,236.55,,,5.0,,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,27451.0,https://www.amazon.com.mx/TAURI-Pantalla-iPhone-18-Pro/dp/B0H4ZG39CY,https://m.media-amazon.com/images/I/81AO3ZR1CxL.jpg,,Wireless,True,,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
185,B0FJF4W1DP,"YUDSKU Catres Plegables para Dormir Adultos 188cm x 71cm x 49cm Negro | Catre Plegable Individual con Cojines de Algodón, Camastros para Exterior 300KG Resiste hasta, para Camping y Oficina",,gl_furniture,FURNITURE,1098.99,1299.0,Precio de lista:,15.0,15.397228637413393,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,148.0,https://www.amazon.com.mx/YUDSKU-Catres-Plegables-Almacenamiento-Individual/dp/B0FJF4W1DP,https://m.media-amazon.com/images/I/61+F4pyeOiL.jpg,0.3972286374133933,Furniture,True,200.01,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
186,B0CV4S9LHL,"Dubinik® Camisa Vaquera Hombre De Trabajo Western Boton Presion Manga Larga | CláSsica, BotõEs De PressãO, 2 Bolsos Com Caneta; Leve E RespiráVel Para Trabalho, Trilha Ou Camping; 55% AlgodãO.",Dubinik,gl_apparel,SHIRT,629.99,699.99,Anterior:,10.0,10.000142859183702,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,213.0,https://www.amazon.com.mx/Dubinik%C2%AE-Vaquera-Trabajo-Camisas-Western/dp/B0CV4S9LHL,https://m.media-amazon.com/images/I/91pbPhd2DmL.jpg,0.0001428591837022708,Apparel,True,70.0,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
187,B01GV78P7K,"Affective Active Ropa Interior para Adultos, Unisex, Talla Grande, 60 piezas",,gl_drugstore,INCONTINENCE_PROTECTOR,648.0,720.0,Anterior:,10.0,10.0,Promoción,,BEST_DEAL,,False,4.0,399.0,https://www.amazon.com.mx/Affective-Interior-Adultos-Unisex-Grande/dp/B01GV78P7K,https://m.media-amazon.com/images/I/61wsgkH2ibL.jpg,0.0,Drugstore,False,72.0,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
188,B0CS34QTN5,JARGOU 3 en 1 Estación de Carga inalámbrica para Phone 17 16 15 14 13 12 11 X 8 Estación de Carga para múltiples Dispositivos para Watch 11/10/9/8/7/6/5/4/3/2/SE/Ultra/Ultra 2/Ultra 3 para AirPods,JARGOU,gl_electronics,CHARGING_ADAPTER,527.99,599.99,Precio de lista:,12.0,12.000200003333388,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,6413.0,https://www.amazon.com.mx/JARGOU-Estaci%C3%B3n-inal%C3%A1mbrica-m%C3%BAltiples-Dispositivos/dp/B0CS34QTN5,https://m.media-amazon.com/images/I/61BVMc7WWRL.jpg,0.00020000333338821008,Electronics,True,72.0,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
189,B0H8QCC3JB,Jacks Daniels Tennesse Whiskey Zarzamora 700 ml,JACKDANIEL'S,gl_wine,SPIRITS,395.0,545.0,Precio de lista:,28.0,27.522935779816514,Promoción,,BEST_DEAL,,False,5.0,2.0,https://www.amazon.com.mx/Jacks-Daniels-Tennesse-Whiskey-Zarzamora/dp/B0H8QCC3JB,https://m.media-amazon.com/images/I/51xx24zxawL.jpg,0.47706422018348604,Wine,False,150.0,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
190,B0DK1T2G3F,"NANWEI Persianas Enrollables 100% Blackout, Free Stop, Cortinas Desplegables, Cortinas Tejidas con Aislamiento, Adecuadas para el hogar y la Oficina (Gris, 160An x 180Al cm)",NANWEI,gl_home,WINDOW_SHADE,689.31,999.0,Anterior:,31.0,31.000000000000007,Promoción,,BEST_DEAL,,False,4.0,160.0,https://www.amazon.com.mx/NANWEI-Persianas-Enrollables-Desplegables-Aislamiento/dp/B0DK1T2G3F,https://m.media-amazon.com/images/I/51rdStGKxnL.jpg,7.105427357601002e-15,Home,False,309.69000000000005,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
191,B0B9GMY45N,"Accesorio de Bidé BIGCOW Ultra Delgado y Fresco, Cromado | No Eléctrico, Boquillas Dobles, Presión de Agua Ajustable, Lavado Frontal y Posterior, Entrada de Acero Inoxidable",BIGCOW,gl_home_improvement,PLUMBING_FIXTURE,594.15,839.89,Precio de lista:,29.0,29.258593387229283,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,16661.0,https://www.amazon.com.mx/Bigcow-Delgado-Boquilla-ctrica-Lavado/dp/B0B9GMY45N,https://m.media-amazon.com/images/I/61UcPubq-TL.jpg,0.2585933872292827,Home Improvement,True,245.74,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
192,B0F5Q7BSML,"COOFANDY - Camisa de manga corta con botones para hombre, estilo informal de verano y playa",COOFANDY,gl_apparel,SHIRT,531.93,591.03,Anterior:,10.0,9.999492411552717,Promoción,,BEST_DEAL,,False,4.0,6364.0,https://www.amazon.com.mx/COOFANDY-Camisa-botones-informal-5X-Large/dp/B0F5Q7BSML,https://m.media-amazon.com/images/I/71wUTtZJ79L.jpg,0.0005075884472827141,Apparel,False,59.10000000000002,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
193,B0DQ196WLW,"OBSBOT Meet SE 1080P 100FPS Webcam para PC, AI Framing Streaming Cámara con 1/2.8» CMOS, Modo de Belleza, Control de Gestos, Staggered HDR, Cámara Web para PC, Juegos, Reuniones (Gris Espacial)",OBSBOT,gl_electronics,CAMERA,1081.52,1499.0,Precio de lista:,28.0,27.85056704469647,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,1766.0,https://www.amazon.com.mx/OBSBOT-SE-Streaming-Staggered-Reuniones/dp/B0DQ196WLW,https://m.media-amazon.com/images/I/51l9ajtA25L.jpg,0.1494329553035314,Electronics,True,417.48,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
194,B0BX8QKD8P,REALEAD 6 pies Árbol de Olivo Artificial con Ramas y Frutos Cobran Vida,REALEAD,gl_home,ARTIFICIAL_TREE,1529.99,1699.99,Anterior:,10.0,10.000058823875435,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,1163.0,https://www.amazon.com.mx/REALEAD-sint%C3%A9tico-artificiales-decoraci%C3%B3n-interior/dp/B0BX8QKD8P,https://m.media-amazon.com/images/I/7163fh7oXYL.jpg,5.882387543465484e-05,Home,True,170.0,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
195,B091Z6JNX4,"UGREEN Nexode 100W Cargador USB Tipo C GAN con 4 Puertos, Negro | PD3.1 100W Admite, Carga Rápida, Carga Multidispositivo, Compatible con Macbook iPhone 18 Pro Max/Duo/17 Pro/Air, Galaxy S26",UGREEN,gl_electronics,CHARGING_ADAPTER,649.0,1199.0,Precio de lista:,46.0,45.87155963302752,Promoción,,BEST_DEAL,,False,4.0,11487.0,https://www.amazon.com.mx/UGREEN-multipuerto-adaptador-corriente-compatible/dp/B091Z6JNX4,https://m.media-amazon.com/images/I/518UDlJ7vYL.jpg,0.12844036697247674,Electronics,False,550.0,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
196,B0FJLYLB28,"Drenaje de Piso de Baño Acero Inoxidable: Coladera de Desagüe Lineal Exterior, Coladera Antiolor para Regadera, Drenaje Ducha Barra Larga SUS304，Tapadera Desmontable, para Baño Aseo Cocina (6.8*80)",,gl_home,DRAIN_STRAINER,694.32,789.0,Precio de lista:,12.0,11.999999999999995,Promoción,,BEST_DEAL,,False,4.0,20.0,https://www.amazon.com.mx/Drenaje-Piso-Ba%C3%B1o-Acero-Inoxidable/dp/B0FJLYLB28,https://m.media-amazon.com/images/I/61bj+XIx+VL.jpg,5.329070518200751e-15,Home,False,94.67999999999995,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
197,B09YVGD2ZP,Aspiradora Midea Multiusos 3 en 1; EST2A2BB; Función Multi-usos 3 En 1,EUREKA,gl_home,VACUUM_CLEANER,613.0,809.0,Precio de lista:,24.0,24.2274412855377,Promoción,,BEST_DEAL,,False,4.0,47097.0,https://www.amazon.com.mx/EUREKA-EST2A2BB-Aspiradora-Giratorio-Ligero/dp/B09YVGD2ZP,https://m.media-amazon.com/images/I/31BeWkxxRJL.jpg,0.22744128553770082,Home,False,196.0,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
198,B0GF6G2W7Q,"ELEGOO Filamento PLA Mate Refill 1.75 Blanco 4KG | Filamento para Impresora 3D sin Bobina, Precisión Dimensional +/- 0.02mm, Recarga de para Bobinas Reutilizables",ELEGOO,gl_office_product,THERMOPLASTIC_FILAMENT,950.39,1079.99,Precio de lista:,12.0,12.000111112139928,Promoción,,BEST_DEAL,,False,4.0,98.0,https://www.amazon.com.mx/ELEGOO-Filamento-Mate-Refill-Blanco/dp/B0GF6G2W7Q,https://m.media-amazon.com/images/I/61ImgbJHdLL.jpg,0.00011111213992798241,Office Product,False,129.60000000000002,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
199,B0DLJ492SR,Dreamlab Set de Edredon Matrimonial Ligero con Fundas de Almohadas | Colcha para Cama Capitonada | Edrecolcha Hipoalergénica | Sobrecama | Blancos para el Hogar | Ropa de Cama 7 Piezas Negro/Grafito,Dreamlab,gl_home,BEDDING_SET,879.12,999.0,Precio de lista:,12.0,12.0,Promoción,,BEST_DEAL,,False,4.0,273.0,https://www.amazon.com.mx/Dreamlab-Matrimonial-Decorativas-Temporada-Hipoalerg%C3%A9nico/dp/B0DLJ492SR,https://m.media-amazon.com/images/I/71b7i9Ztr5L.jpg,0.0,Home,False,119.88,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
200,B0F6SLH3MV,"SUNLU Filamento PLA,4KG Blanco+Blanco+Blanco+Blanco | Filamento PLA para Mayoría Impresoras 3D,±0.02mm, 4KG en Total, 1KG por Bobina",SUNLU,gl_office_product,THERMOPLASTIC_FILAMENT,950.0,1000.0,Precio de lista:,5.0,5.0,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,22.0,False,4.0,2423.0,https://www.amazon.com.mx/SUNLU-Filamento-PLA-Impresora-3D/dp/B0F6SLH3MV,https://m.media-amazon.com/images/I/71xIMLyEBwL.jpg,0.0,Office Product,True,50.0,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
201,B0GG9PS1F6,Ugreen para Ssd M.2 Nvme de 80 Gbps con Disipador de Calor de Aluminio | unidad SSD externa sin ruido compatible con Mac M1-M5 Pro/Max Thunderbolt5/4/3/USB4/3.2/3.0(SSD no incluido),UGREEN,gl_electronics,HARD_DRIVE_ENCLOSURE,2499.98,2999.0,Precio de lista:,17.0,16.63954651550517,Promoción,,BEST_DEAL,,False,4.0,5844.0,https://www.amazon.com.mx/Ugreen-para-Disipador-Calor-Aluminio/dp/B0GG9PS1F6,https://m.media-amazon.com/images/I/6102oXHdklL.jpg,0.3604534844948297,Electronics,False,499.02,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
202,B0H771QQGL,Samsung Galaxy A37 5G Lavanda 128GB,Samsung,gl_wireless,CELLULAR_PHONE,5369.0,7199.0,Precio de lista:,25.0,25.420197249618003,Promoción,,BEST_DEAL,,False,4.0,92.0,https://www.amazon.com.mx/Samsung-Galaxy-A37-Lavanda-128GB/dp/B0H771QQGL,https://m.media-amazon.com/images/I/61eVdjnE5-L.jpg,0.42019724961800264,Wireless,False,1830.0,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
203,B0GZSB868V,"Safety 1st Carriola-Sistema de Viaje Smooth Ride LT Monument Gris, con uso desde recién nacido hasta los 22kg, con Portabebé OnBoard FLX",Safety 1st,gl_baby_product,STROLLER,4139.1,4599.0,Precio de lista:,10.0,9.999999999999993,Promoción,,BEST_DEAL,,False,5.0,11340.0,https://www.amazon.com.mx/Safety-1st-Carriola-Sistema-Monument-Portabeb%C3%A9/dp/B0GZSB868V,https://m.media-amazon.com/images/I/713Jjc0BKuL.jpg,7.105427357601002e-15,Baby Product,False,459.89999999999964,"$2,500–4,999",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
204,B0GW9MBZJ9,1000X The Collexion | Audífonos inalámbricos Sony con Noise Cancelling,Sony,gl_electronics,HEADPHONES,9999.0,11999.0,Precio de lista:,17.0,16.668055671305943,Promoción,,BEST_DEAL,,False,4.0,130.0,https://www.amazon.com.mx/Collexion-Aud%C3%ADfonos-inal%C3%A1mbricos-Sony-Cancelling/dp/B0GW9MBZJ9,https://m.media-amazon.com/images/I/51IwBemyFlL.jpg,0.3319443286940569,Electronics,False,2000.0,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
205,B0DBQD335H,"NGTeco Reloj Checador de Huella Digital Biométrico,No Requiere WiFi, múltiples Reportes de Asistencia, informes de exportación USB(0 Tarifa mensual)",NGTeco,gl_home_improvement,CLOCK,1769.99,2199.99,Precio de lista:,20.0,19.54554338883358,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,13.0,https://www.amazon.com.mx/NGTeco-Checador-Biom%C3%A9trico-Inal%C3%A1mbrico-aplicaci%C3%B3n/dp/B0DBQD335H,https://m.media-amazon.com/images/I/710i+2h98SL.jpg,0.454456611166421,Home Improvement,True,429.9999999999998,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
206,B0G43VDDQK,"Dubinik® Camicia Quadri Uomo Bottoni Automatici Western Cotone Manica Corta | BotõEs De PressãO, 2 Bolsos; Leve E RespiráVel Para EscritóRio, Trabalho Ou Lazer; AlgodãO, Camisa Vaqueira.",Dubinik,gl_apparel,SHIRT,682.19,757.99,Anterior:,10.0,10.000131927861839,Promoción,,BEST_DEAL,,False,4.0,255.0,https://www.amazon.com.mx/Dubinik%C2%AE-Camisas-Vaqueras-Algod%C3%B3n-Botones/dp/B0G43VDDQK,https://m.media-amazon.com/images/I/81eZBtjNdqL.jpg,0.00013192786183857663,Apparel,False,75.79999999999995,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
207,B0D17HZK9J,"Dubinik®6 oz Camisa Franela Hombre Cuadros Manga Larga Bolsillo Comfortable | 100% Algodón,Suave,Casual,Ligera,Vintage,Cálida,Doble Bolsillo En Pecho,Diseño Cuadros,Duradera,Para Uso Diario",Dubinik,gl_apparel,SHIRT,690.29,766.99,Anterior:,10.0,10.000130379796353,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,205.0,https://www.amazon.com.mx/Dubinik%C2%AE-Franela-Camisas-Algod%C3%B3n-Bolsillo/dp/B0D17HZK9J,https://m.media-amazon.com/images/I/91XgugU9u0L.jpg,0.00013037979635299735,Apparel,True,76.70000000000005,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
