rank,asin,title,brand,category,product_type,deal_price_mxn,basis_price_mxn,basis_price_type,display_discount_pct,calculated_discount_pct,deal_message,deal_end_time,deal_type,percent_claimed,is_lightning_deal,rating,review_count,product_url,image_url,discount_difference_pp,category_clean,is_timed_deal,absolute_savings_mxn,price_band,extracted_at_utc,marketplace,currency
1,B0H2X4SW6H,"Laptop Gaming Lenovo LOQ | AMD Ryzen 7 250 | 16GB RAM 512GB SSD | 15,6"" FHD | NVIDIA GeForce RTX 5060 | con AI | Windows 11",Lenovo,gl_pc,NOTEBOOK_COMPUTER,25106.59,31999.0,Precio de lista:,22.0,21.539454357948685,Promoción,,BEST_DEAL,,False,5.0,2.0,https://www.amazon.com.mx/Laptop-Lenovo-LOQ-GeForce-Windows/dp/B0H2X4SW6H,https://m.media-amazon.com/images/I/71oLT1FSkPL.jpg,0.460545642051315,Pc,False,6892.41,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
2,B0DVJX97PM,Amazon Fire TV Stick HD (modelo más reciente): Control remoto por voz Alexa que recibe alimentación a través de la televisión y se configura fácilmente,Amazon,gl_digital_devices_4,DIGITAL_DEVICE_4,399.0,1199.0,Precio de lista:,67.0,66.72226855713093,Promoción,,BEST_DEAL,,False,4.0,1548.0,https://www.amazon.com.mx/Amazon-Fire-TV-Stick-HD-delgado-port%C3%A1til/dp/B0DVJX97PM,https://m.media-amazon.com/images/I/71XBDktYJZL.jpg,0.2777314428690687,Digital Devices 4,False,800.0,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
3,B0GCC92XD8,"XIAOMI Monitor A24i 2026 23.8'' 144 Hz Panel Fast IPS para Oficina y Juegos | FHD (1920×1080), Panel Fast IPS, 99% sRGB, 300 nits, Certificación Low Blue Light, Diseño ultradelgado",Xiaomi,gl_pc,MONITOR,1698.0,2299.0,Precio de lista:,26.0,26.141800782949108,Promoción,,BEST_DEAL,,False,4.0,150.0,https://www.amazon.com.mx/XIAOMI-Monitor-A24i-2026-Oficina/dp/B0GCC92XD8,https://m.media-amazon.com/images/I/61k5tpO56xL.jpg,0.14180078294910814,Pc,False,601.0,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
4,B0BWSFG5J8,TP-Link Deco S7(2-Pack) Router Mesh WiFi5 AC1900 Cobertura 360m² - Doble Banda 1.9 Gbps - 3 Puertos Gigabit - Roaming IA para Moverte Sin Perder Conexión - App Deco - Conecta 100 Dispositivos,TP-Link,gl_pc,NETWORKING_ROUTER,1529.0,1699.0,Precio de lista:,10.0,10.005885815185403,Promoción,,BEST_DEAL,,False,5.0,3886.0,https://www.amazon.com.mx/TP-Link-Deco-1300Mbps-Compatible-S7/dp/B0BWSFG5J8,https://m.media-amazon.com/images/I/61JqIhl6lsL.jpg,0.005885815185402876,Pc,False,170.0,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
5,B0G4TPZPZM,"ELEGOO Centauri Carbon 2 Combo Impresora 3D Volumen Impresión 256×256×256mm | Impresión con 4 Colores, CoreXY de Alta Velocidad 500mm/s, Calibración Automática, Lista para Imprimir",ELEGOO,gl_biss,3D_PRINTER,9679.99,10999.99,Precio de lista:,12.0,12.000010909100826,Promoción,,BEST_DEAL,,False,4.0,298.0,https://www.amazon.com.mx/ELEGOO-Impresora-Calibraci%C3%B3n-Autom%C3%A1tica-256%C3%97256%C3%97256mm/dp/B0G4TPZPZM,https://m.media-amazon.com/images/I/61pccqJZkNL.jpg,1.0909100826239637e-05,Biss,False,1320.0,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
6,B0F7Z3CBVF,"Amazon Fire TV Stick 4K Plus (modelo más reciente), compatible con Wi-Fi 6, Dolby Vision/Atmos",Amazon,gl_digital_devices_4,DIGITAL_DEVICE_4,749.0,1599.0,Precio de lista:,53.0,53.15822388993121,Promoción,,BEST_DEAL,,False,4.0,5236.0,https://www.amazon.com.mx/Amazon-modelo-reciente-compatible-Vision/dp/B0F7Z3CBVF,https://m.media-amazon.com/images/I/71na62XTlTL.jpg,0.1582238899312074,Digital Devices 4,False,850.0,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
7,B0DHJ5KGFK,Apple iPhone 16 Pro Max 512GB Titanio del Desierto Desbloqueado (Reacondicionado) Esim,Apple,gl_wireless,CELLULAR_PHONE,16890.07,18088.78,Precio anterior:,7.0,6.62681507542244,Promoción,,BEST_DEAL,,False,4.0,3651.0,https://www.amazon.com.mx/Apple-iPhone-Titanio-Desierto-Reacondicionado/dp/B0DHJ5KGFK,https://m.media-amazon.com/images/I/51hANpBRKwL.jpg,0.3731849245775596,Wireless,False,1198.7099999999991,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
8,B07C5XD33D,"CeraVe Gel Limpiador Espumoso para Piel Normal a Grasa con Ceramidas Esenciales, Niacinamida y Ácido Hialurónico que Protege e Hidrata la Barrera Natural de la Piel, 473ml",CeraVe,gl_beauty,SKIN_CLEANING_AGENT,261.05,599.0,Precio de lista:,56.0,56.419031719532555,Promoción,,BEST_DEAL,,False,5.0,58500.0,https://www.amazon.com.mx/Cerave-Gel-Limpiador-Espumoso-473/dp/B07C5XD33D,https://m.media-amazon.com/images/I/515j2aH1+jL.jpg,0.4190317195325548,Beauty,False,337.95,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
9,B0GH2NNM5C,"Tablet Lenovo Idea Tab |4GB RAM + 128 GB UFS |11"" 2.5K| Android 15 | Incluye Tab Pen + Funda Tipo Libro (Modelo 2026)",Lenovo,gl_pc,TABLET_COMPUTER,3012.7,4999.0,Precio de lista:,40.0,39.73394678935788,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,5.0,15.0,https://www.amazon.com.mx/Tablet-Lenovo-Android-Incluye-Modelo/dp/B0GH2NNM5C,https://m.media-amazon.com/images/I/61a0dTlwh0L.jpg,0.26605321064212006,Pc,True,1986.3000000000002,"$2,500–4,999",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
10,B0FNBWSN54,JBL PartyBox 720 - La bocina para Fiestas JBL de baterías es más Potente con el Sonido Superior JBL Pro Sound y un espectáculo de Luces futurista - Black,JBL,gl_electronics,SPEAKERS,14699.3,20999.0,Precio de lista:,30.0,30.000000000000004,Promoción,,BEST_DEAL,,False,4.0,331.0,https://www.amazon.com.mx/JBL-PartyBox-720-espect%C3%A1culo-futurista/dp/B0FNBWSN54,https://m.media-amazon.com/images/I/81BC3-PTuTL.jpg,3.552713678800501e-15,Electronics,False,6299.700000000001,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
11,B0BMGSZMW9,Ninja Licuadora Profesional Plus DUO 1400W Jarra 2.1L + 2 Vasos BN751 | Pro Extractor Blades para Extracciones | Jarra 2.1L + 2 Vasos | 3 Auto-IQ | Apto Lavavajillas,Ninja,gl_kitchen,FOOD_BLENDER,2299.0,2999.99,Precio de lista:,23.0,23.366411221370733,Promoción,,BEST_DEAL,,False,5.0,5341.0,https://www.amazon.com.mx/Ninja-BN751-Professional-Smoothies-Extractions/dp/B0BMGSZMW9,https://m.media-amazon.com/images/I/6174sfveXTL.jpg,0.3664112213707327,Kitchen,False,700.9899999999998,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
12,B07CHPWFXK,"CeraVe Crema Hidratante Facial y Corporal para Piel Seca 454g | Restaura la Barrera de la Piel e Hidrata por 48 hrs, con Ceramidas Esenciales y Ácido Hialurónico",CeraVe,gl_beauty,SKIN_MOISTURIZER,269.49,549.0,Precio de lista:,51.0,50.91256830601093,Promoción,,BEST_DEAL,,False,4.0,82605.0,https://www.amazon.com.mx/Cerave-Crema-Hidratante-16-454/dp/B07CHPWFXK,https://m.media-amazon.com/images/I/51-eOXst+iL.jpg,0.08743169398906758,Beauty,False,279.51,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
13,B0FKGZQFDN,"XIAOMI Teléfono Celular Poco M7, Pantalla FHD+ 6.9"" 144Hz, Procesador Snapdragon 685, Batería 7000mAh Carga Rápida 33W, Cámara 50MP (Plata, 256, GB, GB, 8)",Xiaomi,gl_wireless,CELLULAR_PHONE,3490.0,3690.0,Precio de lista:,5.0,5.420054200542006,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,209.0,https://www.amazon.com.mx/Celular-Xiaomi-POCO-M7-256GB/dp/B0FKGZQFDN,https://m.media-amazon.com/images/I/61GAjrfuRdL.jpg,0.4200542005420056,Wireless,True,200.0,"$2,500–4,999",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
14,B0G45F93BH,"Apple Iphone 17 Pro, 1TB, Esim, Naranja C?smico- Desbloqueado (Reacondicionado Premium)",Apple,gl_wireless,CELLULAR_PHONE,24756.0,28909.04,Precio anterior:,14.0,14.36588693363737,Promoción,,BEST_DEAL,,False,4.0,392.0,https://www.amazon.com.mx/Apple-Naranja-Desbloqueado-Reacondicionado-Premium/dp/B0G45F93BH,https://m.media-amazon.com/images/I/51fpWBn0ZQL.jpg,0.3658869336373698,Wireless,False,4153.040000000001,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
15,B0CF2FNGB4,"DELL 15 | 15.6"" FHD Touch | Intel Core i7-1355U | 16GB RAM / 512GB SSD | UHD Graphics | Windows 11 | Negro",Dell,gl_pc,NOTEBOOK_COMPUTER,14799.0,16599.0,Precio de lista:,11.0,10.844026748599314,Promoción,,BEST_DEAL,,False,5.0,2.0,https://www.amazon.com.mx/LDC15250-7427BLK-PUS-i7-1355U-Graphics-1920X1080-Windows/dp/B0CF2FNGB4,https://m.media-amazon.com/images/I/71rbQSZVWnL.jpg,0.1559732514006864,Pc,False,1800.0,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
16,B0H1T5YWJD,Samsung Galaxy Tab A11 Plata 64GB - Versión Nacional (Garantía extendida 3 años),Samsung,gl_pc,TABLET_COMPUTER,2099.0,2599.0,Precio de lista:,19.0,19.23816852635629,Promoción,,BEST_DEAL,,False,4.0,351.0,https://www.amazon.com.mx/Samsung-Galaxy-Tab-Plata-64GB/dp/B0H1T5YWJD,https://m.media-amazon.com/images/I/511aT3n8VrL.jpg,0.23816852635629004,Pc,False,500.0,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
17,B0HG1GV2VW,"HUAWEI Watch GT 7 Pro Smartwatch 46mm Fluoroelastomero Negro | Reloj Inteligente, hasta 21 Días, GPS, NFC, ECG, 3000 Nits, 5 ATM, para Golf, Buceo, Esquí y Ciclismo, Android y iOS",HUAWEI,gl_wireless,WEARABLE_COMPUTER,6999.0,8999.0,Precio de lista:,22.0,22.2246916324036,Promoción,,BEST_DEAL,,False,5.0,8.0,https://www.amazon.com.mx/HUAWEI-Watch-Smartwatch-Fluoroelastomero-Negro/dp/B0HG1GV2VW,https://m.media-amazon.com/images/I/71fbPDxzc1L.jpg,0.22469163240360146,Wireless,False,2000.0,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
18,B0CN8HCN6W,Emma Colchón Hybrid Active-Cooling King Size 200x190cm – Memory Foam & Resortes I Regula la Temperatura I Colchones en Caja I Alivio Dolor de Espalda I 100 Noches de Prueba I Garantía 10 Años,Emma,gl_furniture,MATTRESS,12498.99,26189.0,Precio de lista:,52.0,52.273893619458555,Promoción,,BEST_DEAL,,False,4.0,139.0,https://www.amazon.com.mx/Emma-Colch%C3%B3n-Hybrid-Active-Cooling-200x190cm/dp/B0CN8HCN6W,https://m.media-amazon.com/images/I/41-TRs9C+kL.jpg,0.27389361945855484,Furniture,False,13690.01,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
19,B01N1UX8RW,"RENPHO Bascula Digital Corporal y Muscular con App, 13 Métricas, IMC, Elis1 | Bascula de Baño Inteligente para Fitness, Seguimiento Masa Muscular, Alta Precisión Bascula Corporal, Múltiples Usuarios",RENPHO,gl_drugstore,WEIGH_SCALE,351.47,541.99,Precio de lista:,35.0,35.15194007269506,Promoción,,BEST_DEAL,,False,4.0,343195.0,https://www.amazon.com.mx/Bluetooth-RENPHO-Aplicaci%C3%B3n-Smartphone-Capacidad/dp/B01N1UX8RW,https://m.media-amazon.com/images/I/61KqTsLN+pL.jpg,0.15194007269506216,Drugstore,False,190.51999999999998,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
20,B0GYRW5WS2,"xTool M2 Grabadora Láser 10W con Impresora CMYK y RA3 Lite, Kit Todo en 1 | Diseño Cerrado de Seguridad Clase 1, Grabado en Vasos, Tazas, Madera y Cuero, Ideal para Manualidades",xTool,gl_home_improvement,LEVEL,23999.98,31999.99,Precio de lista:,25.0,25.000039062512215,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,5.0,1.0,https://www.amazon.com.mx/xTool-Grabadora-L%C3%A1ser-Impresora-CMYK/dp/B0GYRW5WS2,https://m.media-amazon.com/images/I/71C3uf0GJFL.jpg,3.906251221508228e-05,Home Improvement,True,8000.010000000002,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
21,B0BS1SG4S8,"HP Impresora Multifuncional Smart Tank 580, Tinta Continua, Color, Wi-Fi, Dúplex (Doble Cara) Manual, Impresión Desde Smart App, 2 años de Garantía (1F3Y2A)",HP,gl_office_product,PRINTER,3244.41,5499.0,Precio de lista:,41.0,41.0,Promoción,,BEST_DEAL,,False,4.0,1057.0,https://www.amazon.com.mx/HP-Impresora-Multifuncional-Impresi%C3%B3n-1F3Y2A/dp/B0BS1SG4S8,https://m.media-amazon.com/images/I/61F9i0HXflL.jpg,0.0,Office Product,False,2254.59,"$2,500–4,999",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
22,B0GTCC54TL,"TCL Smart TV 65"" 65A400 Pro MINILED 4K UHD Art TV - Google TV | VRR 144 Hz HDR10+ | Dolby Atmos Onkyo | Bluetooth 5.4, Wi-Fi | Compatible con Alexa | Cine en Casa",TCL,gl_home_entertainment,TELEVISION,14800.0,26998.0,Precio de lista:,45.0,45.181124527742796,Promoción,,BEST_DEAL,,False,4.0,15.0,https://www.amazon.com.mx/TCL-Smart-65A400-Pro-MINILED/dp/B0GTCC54TL,https://m.media-amazon.com/images/I/71ETkVjXF+L.jpg,0.18112452774279575,Home Entertainment,False,12198.0,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
23,B0DJDHWJYC,"Bluelander Caminadora Electrica, Walking Pad Con Asa, 100*48*120 cm, 110 V, Pantalla Digital, Caminadora Plegable, 2.5 HP, Portatil, Ideal para Oficina, Hogar, Cinta para Caminar (Walking Pad con Asa)",,gl_sports,TREADMILL,2352.99,4349.0,Precio de lista:,46.0,45.8958381237066,Promoción,,BEST_DEAL,,False,4.0,1222.0,https://www.amazon.com.mx/Bluelander-Caminadora-Electrica-Walking-Pantalla/dp/B0DJDHWJYC,https://m.media-amazon.com/images/I/71IZAC7FXpL.jpg,0.10416187629339646,Sports,False,1996.0100000000002,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
24,B0GJFL3WHS,Cricut Plotter de Corte Explore 5 Color Perla Paquete de Inicio,Cricut,gl_home,DIE_CUT_MACHINE,5139.3,6599.0,Precio de lista:,22.0,22.120018184573418,Promoción,,BEST_DEAL,,False,4.0,252.0,https://www.amazon.com.mx/Cricut-Contenido-materiales-Suministros-Proyectos/dp/B0GJFL3WHS,https://m.media-amazon.com/images/I/714WSsyX9ML.jpg,0.12001818457341784,Home,False,1459.6999999999998,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
25,B0D161PYFW,"AVENT Philips Monitor de Bebé con Traductor de Llanto | Vigila sueño y respiración sin accesorios | Conexión privada y sin Wi-Fi | Monitor de 5"" y app Baby Monitor+ | SCD973/37",AVENT,gl_baby_product,SECURITY_CAMERA,5997.0,9999.0,Precio de lista:,40.0,40.02400240024002,Promoción,,BEST_DEAL,,False,4.0,264.0,https://www.amazon.com.mx/Philips-Avent-Premium-Connected-Monitor/dp/B0D161PYFW,https://m.media-amazon.com/images/I/71hBD1CySuL.jpg,0.02400240024002187,Baby Product,False,4002.0,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
26,B0GZ3X7Z6V,"Momcozy Extractor de Leche Electrico M5 Smart, 2 Piezas, Rojo Acogedor | Control por App, Brida 24mm, 3 Modos, 9 Niveles, Sin BPA, Portátil, Ligero, Acogedor, Maternidad, Viaje",Momcozy,gl_personal_care_appliances,BREAST_PUMP,3399.99,4599.99,Precio de lista:,26.0,26.087013232637464,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,,,https://www.amazon.com.mx/Momcozy-Extractor-Electrico-Piezas-Acogedor/dp/B0GZ3X7Z6V,https://m.media-amazon.com/images/I/61Rl-yTLr1L.jpg,0.08701323263746374,Personal Care Appliances,True,1200.0,"$2,500–4,999",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
27,B0D9WV919N,"Ninja CO905KS Deluxe Kitchen System, Potencia 1600W, Procesador con Licuadora, Jarra 86oz, 2 Vasos 24oz, Tecnología Auto-IQ, Sistema de Cocina Profesional Multifuncional, Color Negro (Reacondicionado)",Ninja,gl_kitchen,ELECTRIC_FOOD_MILL_GRINDER,2678.99,2980.0,Precio de lista:,10.0,10.101006711409404,Promoción,,BEST_DEAL,,False,4.0,267.0,https://www.amazon.com.mx/Ninja-CO905KS-Kitchen-Procesador-alimentos/dp/B0D9WV919N,https://m.media-amazon.com/images/I/615OHhKrGyL.jpg,0.1010067114094042,Kitchen,False,301.0100000000002,"$2,500–4,999",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
28,B0B9ZMZ65C,"SHARK, FlexStyle Sistema de Peinado y Secadora de Cabello, Multiestilizador con 5 Funciones y 6 Accesorios, Ideal para Todo Tipo de Cabello, Color Negro, HD440BK",SHARK,gl_personal_care_appliances,HAIR_DRYER,3849.0,6199.99,Precio de lista:,38.0,37.919254708475336,Promoción,,BEST_DEAL,,False,4.0,2185.0,https://www.amazon.com.mx/Multiestilizador-FlexStyle-HD440BK-funciones-accesorios/dp/B0B9ZMZ65C,https://m.media-amazon.com/images/I/51Ay5KieEhL.jpg,0.08074529152466425,Personal Care Appliances,False,2350.99,"$2,500–4,999",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
29,B06X93NFJ5,Extractor Spectra S1 Plus | Spectra Extractor de Leche Electrico Doble con Batería Recargable | Extractor Grado Hospitalario | Sacaleches Electrico Doble Sistema Cerrado | Kit Extracción Leche Materna,Spectra,gl_personal_care_appliances,BREAST_PUMP,3599.2,4499.0,Precio de lista:,20.0,20.000000000000004,Promoción,,BEST_DEAL,,False,5.0,420.0,https://www.amazon.com.mx/Extractor-Hospitalario-Extracci%C3%B3n-El%C3%A9ctrico-Inal%C3%A1mbrico/dp/B06X93NFJ5,https://m.media-amazon.com/images/I/61AhhdFZ95L.jpg,3.552713678800501e-15,Personal Care Appliances,False,899.8000000000002,"$2,500–4,999",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
30,B09DCXVG6N,"Deyllo Sujetador Reductor de Talla Grande - Cobertura Completa, Sin Aros y Sin Relleno, Cómodo y Ajustable",,gl_apparel,BRA,601.19,667.99,Precio de lista:,10.0,10.000149702839856,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,12307.0,https://www.amazon.com.mx/Deyllo-Sujetador-reductor-cobertura-acolchado/dp/B09DCXVG6N,https://m.media-amazon.com/images/I/81YX6wZvqDL.jpg,0.00014970283985604738,Apparel,True,66.79999999999995,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
31,B0CH33F5P2,"UGREEN 10000mAh Power Bank Inalámbrico PD 20W Powerbank Magnético | Carga Rapida Cargador USB C Portail, Bateria Externa Compatible con iPhone 17/16/15/14 Serie, Galaxy, iPad, LG, Negro",UGREEN,gl_electronics,POWER_BANK,599.0,1199.0,Precio de lista:,50.0,50.0417014178482,Promoción,,BEST_DEAL,,False,4.0,14762.0,https://www.amazon.com.mx/UGREEN-10000mAh-Inal%C3%A1mbrico-Magn%C3%A9tico-Compatible/dp/B0CH33F5P2,https://m.media-amazon.com/images/I/51vN5HSukQL.jpg,0.04170141784820203,Electronics,False,600.0,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
32,B0CM23FSC8,"Emma Colchón Individual Comfort, Colchón de Memory Foam I 100x190 cm | Tecnología Cut-Outs I Colchones en Caja I Tecnología Alemana I Soporte Ergonómico I 100 Noches de Prueba y 10 Años de Garantía",Emma,gl_furniture,MATTRESS,3468.99,5709.0,Precio de lista:,39.0,39.23646873357857,Promoción,,BEST_DEAL,,False,4.0,598.0,https://www.amazon.com.mx/Emma-Individual-Tecnolog%C3%ADa-Colchones-Ergon%C3%B3mico/dp/B0CM23FSC8,https://m.media-amazon.com/images/I/61vtggG6c4L.jpg,0.2364687335785689,Furniture,False,2240.01,"$2,500–4,999",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
33,B0BN7GSMJ4,Creatina Monohidratada Micronizada en Polvo | 100% Alta Pureza Certificada | Pre Workout | 90 porciones de 5g Disuelve rápido - Suplemento Alimenticio- Veganos y/o vegetarianos | Proteina Creatine Monohydrate Pre Entreno | 450g,BEYOND VITAMINS,gl_drugstore,NUTRITIONAL_SUPPLEMENT,285.23,499.0,Precio de lista:,43.0,42.83967935871743,Promoción,,BEST_DEAL,,False,5.0,2801.0,https://www.amazon.com.mx/Creatina-Monohidratada-Micronizada-Certificada-porciones/dp/B0BN7GSMJ4,https://m.media-amazon.com/images/I/61jozA89pvL.jpg,0.16032064128256707,Drugstore,False,213.76999999999998,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
34,B0DHHWGY8T,"Hisense 4K Laser Mini Proyector C2 Ultra- 65""-300"" Tamaño de proyección, Pure Triple Color, Dolby Vision&Atmos, 3000 ANSI Lumenes de Brillo y diseñado para Xbox.",Hisense,gl_home_entertainment,VIDEO_PROJECTOR,32990.0,37499.0,Precio de lista:,12.0,12.024320648550628,Promoción,,BEST_DEAL,,False,5.0,35.0,https://www.amazon.com.mx/Hisense-Proyector-C2-proyecci%C3%B3n-dise%C3%B1ado/dp/B0DHHWGY8T,https://m.media-amazon.com/images/I/71-2K67eotL.jpg,0.024320648550627766,Home Entertainment,False,4509.0,"$5,000+",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
35,B0DX7H4BC8,"Fender California Debut Redondo CE Guitarra Electroacústica, Tapa de Pícea, Color Negro",Fender,gl_musical_instruments,GUITARS,2787.27,3199.0,Precio de lista:,13.0,12.870584557674276,Oferta Prime limitada,,BEST_DEAL,,,4.0,975.0,https://www.amazon.com.mx/Fender-Electroac%C3%BAstica-California-RedondoTM-Pickguard/dp/B0DX7H4BC8,https://m.media-amazon.com/images/I/61wY4--A4GL.jpg,0.12941544232572433,Musical Instruments,False,411.73,"$2,500–4,999",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
36,B0DHLTRSW2,Blink Outdoor 4 (último modelo): Cámara de seguridad inteligente inalámbrica con dos años de duración de las pilas. Sync Module Core incluido: Sistema de 5 cámaras,Blink,gl_vdo_devices,VDO_DEVICES,2479.0,7099.0,Precio de lista:,65.0,65.07958867446119,Promoción,,BEST_DEAL,,False,4.0,518.0,https://www.amazon.com.mx/Blink-Outdoor-%C3%BAltimo-modelo-inteligente/dp/B0DHLTRSW2,https://m.media-amazon.com/images/I/31oSNXtjjyL.jpg,0.079588674461192,Vdo Devices,False,4620.0,"$1,000–2,499",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
37,B0BVZG4X9K,"ELEGOO Filamento PLA+ 1.75 1KG Naranja | PLA Plus para Impresora 3D, Precisión Dimensional +/- 0.02mm, Carrete de Filamento 3D, para Mayoría Impresoras 3D",ELEGOO,gl_office_product,THERMOPLASTIC_FILAMENT,298.99,373.99,Precio de lista:,20.0,20.054012139362015,Promoción,,BEST_DEAL,,False,4.0,3036.0,https://www.amazon.com.mx/ELEGOO-Filamento-PLA-1-75-Naranja/dp/B0BVZG4X9K,https://m.media-amazon.com/images/I/71C+jQT6YoL.jpg,0.05401213936201543,Office Product,False,75.0,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
38,B0F2X9QDDW,"Lenovo Tablet Tab Plus | 11,5"" 2K | MediaTek Helio | 8GB RAM 128 GB UFS",Lenovo,gl_pc,TABLET_COMPUTER,4599.0,7399.0,Precio de lista:,38.0,37.84295175023652,Termina en,2026-09-25T05:59:59.000Z,BEST_DEAL,,False,4.0,351.0,https://www.amazon.com.mx/Lenovo-Tablet-MediaTek-Incluye-Auriculares/dp/B0F2X9QDDW,https://m.media-amazon.com/images/I/71gIWDAhSFL.jpg,0.1570482497634771,Pc,True,2800.0,"$2,500–4,999",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
39,B09Y9KJ16N,"Elvive Tratamiento en Aceite L'Oréal Paris Óleo Extraordinario pelo más suave y con brillo intenso con 6 óleos de flores preciosas, 100 ml",L'Oreal Paris,gl_beauty,HAIR_STYLING_AGENT,123.02,195.0,Precio de lista:,37.0,36.91282051282052,Promoción,,BEST_DEAL,,False,4.0,21080.0,https://www.amazon.com.mx/LOr%C3%A9al-Tratamiento-Aceite-Extraordinario-Elvive/dp/B09Y9KJ16N,https://m.media-amazon.com/images/I/51ZwOIdjvNL.jpg,0.08717948717948332,Beauty,False,71.98,Under $500,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
40,B0FBGC8LRX,"ELEGOO PLA Filament Basic 1.75mm 4KG Amarillo/Verde/Beige/Marrón | Filamento para Impresora 3D sin Bobina, Precisión Dimensional +/- 0.02mm, Recarga de para Bobinas Reutilizables",ELEGOO,gl_office_product,THERMOPLASTIC_FILAMENT,959.19,1089.99,Precio de lista:,12.0,12.00011009275314,Promoción,,BEST_DEAL,,False,4.0,417.0,https://www.amazon.com.mx/ELEGOO-Filament-1-75mm-Amarillo-Marr%C3%B3n/dp/B0FBGC8LRX,https://m.media-amazon.com/images/I/71SbPlYYTtL.jpg,0.00011009275313966782,Office Product,False,130.79999999999995,$500–999,2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
41,B06X93NFJC,"Extractor Spectra S2 Plus | Spectra Extractor de Leche Electrico Doble | Extractor Grado Hospitalario | Saca Leche Electrico Doble Sistema Cerrado | Sacaleches Electrico, Kit Extracción Leche Materna",Spectra,gl_baby_product,BREAST_PUMP,2799.2,3499.0,Precio de lista:,20.0,20.000000000000004,Promoción,,BEST_DEAL,,False,4.0,523.0,https://www.amazon.com.mx/SPECTRA-Extractor-Materna-El%C3%A9ctrico-Hospitalario/dp/B06X93NFJC,https://m.media-amazon.com/images/I/61llOigwYsL.jpg,3.552713678800501e-15,Baby Product,False,699.8000000000002,"$2,500–4,999",2026-09-24T22:23:06.483588+00:00,Amazon Mexico,MXN
